type,issue_number,author,author_type,created_at,state,title,text
issue_body,36937,vendocc16-max,User,2026-07-06T11:59:34Z,open,"[DevTools Bug] Cannot remove node ""1428"" because no matching node was found in the Store.","### Website or app

internal site

### Repro steps

[Report this issue](https://github.com/facebook/react/issues/new?template=devtools_bug_report.yml&labels=Component%3A%20Developer%20Tools%2CType%3A%20Bug%2CStatus%3A%20Unconfirmed&title=%5BDevTools%20Bug%5D%20Cannot%20remove%20node%20%221428%22%20because%20no%20matching%20node%20was%20found%20in%20the%20Store.&automated_package=react-devtools-extensions&automated_version=7.0.1-3cde211b0c&automated_error_message=Cannot%20remove%20node%20%221428%22%20because%20no%20matching%20node%20was%20found%20in%20the%20Store.&automated_call_stack=%20%20%20%20at%20chrome-extension%3A%2F%2Ffmkadmapgofadopljbjfkapdkoienihi%2Fbuild%2Fmain.js%3A1%3A726672%0A%20%20%20%20at%20p.emit%20(chrome-extension%3A%2F%2Ffmkadmapgofadopljbjfkapdkoienihi%2Fbuild%2Fmain.js%3A1%3A680330)%0A%20%20%20%20at%20chrome-extension%3A%2F%2Ffmkadmapgofadopljbjfkapdkoienihi%2Fbuild%2Fmain.js%3A1%3A682241%0A%20%20%20%20at%20bridgeListener%20(chrome-extension%3A%2F%2Ffmkadmapgofadopljbjfkapdkoienihi%2Fbuild%2Fmain.js%3A1%3A1189368)&automated_component_stack=&automated_github_query_string=https://api.github.com/search/issues?q=Cannot%20remove%20node%20%20because%20no%20matching%20node%20was%20found%20in%20the%20Store.%20in%3Atitle%20is%3Aissue%20is%3Aopen%20is%3Apublic%20label%3A%22Component%3A%20Developer%20Tools%22%20repo%3Afacebook%2Freact)
(Please include steps on how to reproduce it and the components used.)
Uncaught Error: Cannot remove node ""1428"" because no matching node was found in the Store.
Dismiss
The error was thrown at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:726672
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)

### How often does this bug happen?

Often

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

7.0.1-3cde211b0c

### Error message (automated)

Cannot remove node ""1428"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:726672
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)
```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```"
issue_body,36934,HoneyTyagii,User,2026-07-05T17:41:31Z,open,experimental_taintUniqueValue throws RangeError for large binary values,"﻿### Summary
`binaryToComparableString` converts a TypedArray/DataView into a string by spreading every byte as a separate function argument via `String.fromCharCode.apply`. JS engines cap the number of call arguments, so this throws `RangeError` for large buffers. This breaks the taint API both at registration time and during Flight serialization.

### React version
main (reproduced by reading source; not version specific)

### Affected files
- `packages/shared/binaryToComparableString.js`
- `packages/react/src/ReactTaint.js`
- `packages/react-server/src/ReactFlightServer.js` (`emitTypedArrayChunk`)

### Details

The helper spreads all bytes as arguments:

```js
export default function binaryToComparableString(view) {
  return String.fromCharCode.apply(
    String,
    new Uint8Array(view.buffer, view.byteOffset, view.byteLength),
  );
}
```

`String.fromCharCode.apply(String, bigArray)` passes each element as an argument. Engines limit argument count (roughly 65k in older engines, a few hundred thousand in V8), so a large enough buffer throws `RangeError: Maximum call stack size exceeded` or a ""too many arguments"" error.

This is reached from two paths:

1. Registration in `ReactTaint.js`:

```js
} else if (value instanceof TypedArrayConstructor || value instanceof DataView) {
  TaintRegistryByteLengths.add(value.byteLength);
  entryValue = binaryToComparableString(value); // throws for large value
}
```

2. Serialization in `emitTypedArrayChunk` (`ReactFlightServer.js`), called for every serialized typed array whose `byteLength` matches a previously tainted length:

```js
if (TaintRegistryByteLengths.has(typedArray.byteLength)) {
  const tainted = TaintRegistryValues.get(binaryToComparableString(typedArray));
}
```

A legitimate large typed array in server data can crash the serializer as a side effect of the taint length collision check.

### Reproduction

```js
import {experimental_taintUniqueValue} from 'react';
const secret = crypto.getRandomValues(new Uint8Array(200000));
experimental_taintUniqueValue('leaked', globalThis, secret); // RangeError
```

### Expected behavior
Tainting or serializing a large binary value should work, not throw a `RangeError`.

### Impact
The taint API is a security feature meant to stop secrets from leaking. Throwing instead of tainting is a footgun: a developer tainting a large binary secret hits a crash and may remove the taint call, shipping the leak. Bounded by the experimental `enableTaint` flag, but real and reproducible.

Note: call paths verified by reading source. The taint test suite was not run.
"
issue_body,36933,HoneyTyagii,User,2026-07-05T17:33:57Z,closed,experimental_taintUniqueValue throws RangeError for large binary values,"﻿### Summary
`binaryToComparableString` converts a TypedArray/DataView into a string by spreading every byte as a separate function argument via `String.fromCharCode.apply`. JS engines cap the number of call arguments, so this throws `RangeError` for large buffers. This breaks the taint API both at registration time and during Flight serialization.

### React version
main (reproduced by reading source; not version specific)

### Affected files
- `packages/shared/binaryToComparableString.js`
- `packages/react/src/ReactTaint.js`
- `packages/react-server/src/ReactFlightServer.js` (`emitTypedArrayChunk`)

### Details

The helper spreads all bytes as arguments:

```js
export default function binaryToComparableString(view) {
  return String.fromCharCode.apply(
    String,
    new Uint8Array(view.buffer, view.byteOffset, view.byteLength),
  );
}
```

`String.fromCharCode.apply(String, bigArray)` passes each element as an argument. Engines limit argument count (roughly 65k in older engines, a few hundred thousand in V8), so a large enough buffer throws `RangeError: Maximum call stack size exceeded` or a ""too many arguments"" error.

This is reached from two paths:

1. Registration in `ReactTaint.js`:

```js
} else if (value instanceof TypedArrayConstructor || value instanceof DataView) {
  TaintRegistryByteLengths.add(value.byteLength);
  entryValue = binaryToComparableString(value); // throws for large value
}
```

2. Serialization in `emitTypedArrayChunk` (`ReactFlightServer.js`), called for every serialized typed array whose `byteLength` matches a previously tainted length:

```js
if (TaintRegistryByteLengths.has(typedArray.byteLength)) {
  const tainted = TaintRegistryValues.get(binaryToComparableString(typedArray));
}
```

A legitimate large typed array in server data can crash the serializer as a side effect of the taint length collision check.

### Reproduction

```js
import {experimental_taintUniqueValue} from 'react';
const secret = crypto.getRandomValues(new Uint8Array(200000));
experimental_taintUniqueValue('leaked', globalThis, secret); // RangeError
```

### Expected behavior
Tainting or serializing a large binary value should work, not throw a `RangeError`.

### Impact
The taint API is a security feature meant to stop secrets from leaking. Throwing instead of tainting is a footgun: a developer tainting a large binary secret hits a crash and may remove the taint call, shipping the leak. Bounded by the experimental `enableTaint` flag, but real and reproducible.

Note: call paths verified by reading source. The taint test suite was not run.
"
issue_body,36932,HoneyTyagii,User,2026-07-05T17:31:47Z,closed,experimental_taintUniqueValue throws RangeError for large binary values,
issue_body,36931,HoneyTyagii,User,2026-07-05T17:25:55Z,closed,experimental_taintUniqueValue throws RangeError for large binary values,"### Summary
`binaryToComparableString` converts a TypedArray/DataView into a string by spreading every byte as a separate function argument via `String.fromCharCode.apply`. JS engines cap the number of call arguments, so this throws `RangeError` for large buffers. This breaks the taint API both at registration time and during Flight serialization.

### React version
main (reproduced by reading source; not version specific)

### Affected files
- `packages/shared/binaryToComparableString.js`
- `packages/react/src/ReactTaint.js`
- `packages/react-server/src/ReactFlightServer.js` (`emitTypedArrayChunk`)

### Details

The helper spreads all bytes as arguments:

```js
export default function binaryToComparableString(view) {
  return String.fromCharCode.apply(
    String,
    new Uint8Array(view.buffer, view.byteOffset, view.byteLength),
  );
}
```

`String.fromCharCode.apply(String, bigArray)` passes each element as an argument. Engines limit argument count (roughly 65k in older engines, a few hundred thousand in V8), so a large enough buffer throws `RangeError: Maximum call stack size exceeded` or a ""too many arguments"" error.

This is reached from two paths:

1. Registration in `ReactTaint.js`:

```js
} else if (value instanceof TypedArrayConstructor || value instanceof DataView) {
  TaintRegistryByteLengths.add(value.byteLength);
  entryValue = binaryToComparableString(value); // throws for large value
}
```

2. Serialization in `emitTypedArrayChunk` (`ReactFlightServer.js`), called for every serialized typed array whose `byteLength` matches a previously tainted length:

```js
if (TaintRegistryByteLengths.has(typedArray.byteLength)) {
  const tainted = TaintRegistryValues.get(binaryToComparableString(typedArray));
}
```

A legitimate large typed array in server data can crash the serializer as a side effect of the taint length collision check.

### Reproduction

```js
import {experimental_taintUniqueValue} from 'react';
const secret = crypto.getRandomValues(new Uint8Array(200000));
experimental_taintUniqueValue('leaked', globalThis, secret); // RangeError
```

### Expected behavior
Tainting or serializing a large binary value should work, not throw a `RangeError`.

### Impact
The taint API is a security feature meant to stop secrets from leaking. Throwing instead of tainting is a footgun: a developer tainting a large binary secret hits a crash and may remove the taint call, shipping the leak. Bounded by the experimental `enableTaint` flag, but real and reproducible.

Note: call paths verified by reading source. The taint test suite was not run.
"
issue_body,36922,inxx,User,2026-07-02T23:54:39Z,closed,"Page hangs forever at 100% CPU inside the Fizz batched-reveal runtime (`$RV`) — `insertBefore` loop never terminates (React 19.2, reproduces in both Chrome and Safari)","On a production e-commerce page rendered with streaming SSR (Next.js App Router + PPR, ~15 streamed Suspense boundaries), the browser main thread intermittently locks up **forever** during page load: 100% CPU, memory growing to multiple GBs, page stays blank/white. The renderer never returns to the event loop (Chrome DevTools cannot even attach/evaluate). We captured the exact location twice, in two different engines — see **The current behavior** below.

React version: 19.2.4 (vendored by Next.js 16.2.6, App Router, PPR enabled, `cacheComponents`). Also reproduced with the runtime shipped in Next 16.2.10 (byte-identical `$RV`).

## Steps To Reproduce

1. Serve a streaming-SSR page: Next.js App Router with PPR enabled, ~15 streamed Suspense boundaries, large SSR DOM (~1,700 nodes), and third-party scripts with active MutationObservers on the page.
2. Load the page under production-like server latency and reload repeatedly during an affected period — within ~10 reloads the main thread locks at 100% CPU, memory climbs to multiple GBs, and the page stays blank/white.

The hang is timing-dependent (segment arrival order/batching): repro rate on the same build swings between 0% and ~90% across hours, apparently tracking server response latency.

Link to code example:

No minimal repro yet — the hang depends on segment arrival timing/batching, so it does not isolate into a static sandbox. Happy to share the production URL **privately**, run instrumented builds/patches, and capture more traces (we can reproduce within ~10 reloads during affected periods). Guidance on what to instrument in `$RV`/`$RC` to pin down the exact DOM state would be appreciated.

## The current behavior

The main thread never returns to the event loop. We captured the exact location twice, in two different engines:

- **Chrome 149**: a CDP `Debugger.pause` interrupt landed inside the inline `$RV` function of the streamed document (single call frame, anonymous inline script).
- **Safari (macOS 15.7, WebKit)**: `sample` of the WebContent process shows **3664/3664** main-thread samples pinned in one stack:

```
__CFRunLoopDoTimers → WebCore::ThreadTimers → RemoteLayerTreeDrawingArea::updateRendering
→ WebCore::Page::updateRendering
→ WebCore::ScriptedAnimationController::serviceRequestAnimationFrameCallbacks
→ WebCore::JSRequestAnimationFrameCallback::invoke
→ JSC::Interpreter::executeBoundCall          ← the rAF callback is a bound function = $RV.bind(null, $RB)
→ (JIT frames)
→ WebCore::jsNodePrototypeFunction_insertBefore   (3644 / 3664 samples)
→ WebCore::ContainerNode::insertBefore            (2043 / 3664 samples)
```

The bound-function rAF callback matches how `$RC` schedules the batched reveal (`requestAnimationFrame($RV.bind(null,$RB))`), and the hot frame matches `$RV`'s content-move loop:

```js
for (; e.firstChild; ) f.insertBefore(e.firstChild, c);
```

Reproducing in **both Blink and WebKit** rules out a browser engine bug — the loop is a pure DOM-semantics issue in the inline runtime.

<details>
<summary>The runtime captured from our page</summary>

```js
$RV=function(a){$RT=performance.now();for(var b=0;b<a.length;b+=2){var c=a[b],e=a[b+1];
null!==e.parentNode&&e.parentNode.removeChild(e);var f=c.parentNode;if(f){var g=c.previousSibling,h=0;
do{if(c&&8===c.nodeType){var d=c.data;if(""/$""===d||""/&""===d)if(0===h)break;else h--;
else""$""!==d&&""$?""!==d&&""$~""!==d&&""$!""!==d&&""&""!==d||h++}d=c.nextSibling;f.removeChild(c);c=d}while(c);
for(;e.firstChild;)f.insertBefore(e.firstChild,c);g.data=""$"";
g._reactRetry&&requestAnimationFrame(g._reactRetry)}}a.length=0};
$RC=function(a,b){if(b=document.getElementById(b))(a=document.getElementById(a))?
(a.previousSibling.data=""$~"",$RB.push(a,b),2===$RB.length&&(""number""!==typeof $RT?
requestAnimationFrame($RV.bind(null,$RB)):(a=performance.now(),
setTimeout($RV.bind(null,$RB),2300>a&&2E3<a?2300-a:$RT+300-a)))):b.parentNode.removeChild(b)};
```
</details>

### Suspected mechanism (hypothesis)

`for(;e.firstChild;)f.insertBefore(e.firstChild,c)` terminates only if moving `e.firstChild` before `c` actually removes it from `e`. If the reference node `c` (the position where the marker walk stopped) ends up **inside `e`** — or `f === e` — the moved node remains a child of `e` and the child list cycles forever (e.g. `[A,B,c]` → move A before c → `[B,A,c]` → move B → `[A,B,c]` → …). That is an infinite loop with no allocation failure, and every `insertBefore` also queues MutationObserver records for any observers on the page (analytics/chat widgets), which explains the unbounded memory growth we see.

We statically verified the **fully-loaded** document: all 15 `$RC(""B:x"",""S:x"")` pairs have well-formed markers (close comment is a sibling of the placeholder, segment div does not contain them). So the pathological state appears to arise **dynamically** — depending on which boundaries get batched into a single `$RV` flush and how earlier reveals mutated the DOM. This matches the intermittency we observe.

## The expected behavior

The batched reveal (`$RV`) completes and returns to the event loop. If a marker walk is corrupted or raced — the reference node ends up inside the fragment being drained, or `f === e` — the runtime should degrade to a broken/failed Suspense boundary rather than hanging the entire page. A defensive fix suggestion: bound the move loop, or verify `!e.contains(c)` before the move, so a corrupted/raced marker degrades to a broken boundary instead of hanging the whole page.

## Environment

- react / react-dom: 19.2.4 (vendored by Next.js 16.2.6, App Router, PPR enabled, `cacheComponents`)
- Also reproduced with the runtime shipped in Next 16.2.10 (byte-identical `$RV`)
- Chrome 149.0.7827.201 (macOS), Safari 18.x / macOS 15.7 — both reproduce
- Page: production PDP with ~15 streamed Suspense boundaries, large DOM (~1,700 nodes SSR), third-party scripts present (MutationObservers active)
- No browser extensions (reproduced in clean profiles and isolated contexts)
"
issue_body,36919,sebdines-ship-it,User,2026-07-02T09:38:50Z,closed,Bug: SSR-streamed Suspense boundaries are never revealed while the document is hidden (first $RB flush waits on requestAnimationFrame; $~ opts the boundary out of client rendering),"## React version

19.2.7 (also present on `main` in `packages/react-dom-bindings/src/server/fizz-instruction-set/ReactDOMFizzInstructionSetShared.js`)

## Summary

When an SSR-streamed page is loaded in a **hidden tab** (opened via cmd/ctrl+click, a restored background tab, or an automation-driven tab), streamed Suspense boundaries are never revealed: the completion segments arrive and sit in the DOM, `document.readyState` becomes `""complete""`, but the user-visible DOM shows the fallbacks indefinitely — until the tab becomes visible. React also does not client-render these boundaries, so nothing inside the page can recover on its own.

## Mechanism

In `completeBoundary` (`ReactDOMFizzInstructionSetShared.js`):

1. The boundary is marked queued — comment data set to `$~` (`SUSPENSE_QUEUED_START_DATA`) — *""so we know not to client render it at the end of document load""*, and the pair is pushed to `window.$RB`.
2. On the **first** push (`$RB.length === 2`), since `window.$RT` is not yet a number, the flush is scheduled with:

   ```js
   // If we haven't had our rAF callback yet, schedule everything for the first paint.
   requestAnimationFrame(window['$RV'].bind(null, window['$RB']));
   ```

3. Per spec, `requestAnimationFrame` callbacks do not run while the document is hidden — so `$RV` never runs and `$RT` is never set.
4. Every subsequent `completeBoundary` call pushes onto the still-unflushed `$RB` (`length > 2`, so no new scheduling happens). The `setTimeout` throttle path (which would fire even in hidden tabs) is only reachable once `$RT` has been set by a first flush.
5. On the hydration side, `isSuspenseInstancePending` treats `$~` as pending, so the client never falls back to client-rendering these boundaries at end of document load.

Net effect: a deadlock for the lifetime of the hidden state. The whole page's content is present in hidden `<div hidden id=""S:n"">` segments, but the visible DOM is fallbacks only.

## Observed evidence (production build, Next.js 16.2.9 / react-dom 19.2.7)

On a hidden tab, ~50 s after load: `document.visibilityState === ""hidden""`, `window.$RB.length === 4` (two queued boundaries), `window.$RT === undefined`, boundary comments are `$~`, fallbacks still visible. Calling `window.$RV(window.$RB)` manually from the console reveals everything instantly and removes the completion segments.

## Steps to reproduce

```js
// server.js — npm i react react-dom, node server.js
const http = require('http');
const { createElement: h, Suspense } = require('react');
const { renderToPipeableStream } = require('react-dom/server');

http.createServer((req, res) => {
  if (req.url !== '/') { res.statusCode = 404; return res.end(); }
  let done = false, promise = null;
  function Slow() {
    if (!done) {
      promise ??= new Promise((r) => setTimeout(() => { done = true; r(); }, 1000));
      throw promise;
    }
    return h('h1', null, 'Revealed');
  }
  const app = h('html', null, h('body', null,
    h(Suspense, { fallback: h('p', null, 'Loading…') }, h(Slow))
  ));
  res.setHeader('content-type', 'text/html');
  const { pipe } = renderToPipeableStream(app, { onShellReady() { pipe(res); } });
}).listen(3333);
```

1. `node server.js`
2. cmd/ctrl+click `http://localhost:3333` so it opens in a **background** tab, and leave it in the background.
3. Wait any amount of time; the tab keeps showing “Loading…” (inspect from DevTools/CDP: the `S:` segment is in the DOM, `$RB` is non-empty, `$RT` undefined).
4. Focus the tab → the pending rAF fires and the content appears.

## Expected behavior

Streamed boundaries should (eventually) reveal even while the document is hidden — e.g. schedule the first flush with a `setTimeout` fallback alongside the rAF, or flush on `visibilitychange`. Hidden documents are still read by automation/E2E harnesses, accessibility tooling, extensions, and analytics; and for users, work queued behind rAF means the tab they preloaded in the background reveals only after they switch to it (late LCP / skeleton flash instead of a ready page).

If deferring reveals in hidden tabs is intentional (paint-related batching), it would be good to have that documented — and to reconsider marking the boundary `$~` before a flush is actually guaranteed to run, since `$~` is precisely what prevents the client-render fallback from ever rescuing the boundary."
issue_body,36907,intsashka,User,2026-06-30T08:27:24Z,open,Bug: Typescript error when import pluginReactHooks from 'eslint-plugin-react-hooks';,"React version: without react

## Steps To Reproduce

1. Clone https://github.com/intsashka/typescript-error-project
2. Run `pnpm i`
3. Run `pnpm lint:tsc`

Link to code example: https://github.com/intsashka/typescript-error-project

## The current behavior
Typescript error:

```
> typescript-error-project@1.0.0 lint:tsc /Users/intsashka/projects/typescript-error-project
> tsc --noEmit

src/index.ts(8,13): error TS2322: Type '{ meta: { name: string; version: string; }; rules: { 'component-hook-factories': RuleModule; 'exhaustive-deps': { meta: { type: ""suggestion""; docs: { description: string; recommended: true; url: string; }; fixable: ""code""; hasSuggestions: true; schema: { ...; }[]; }; create(context: RuleContext): { ...; }; }; 'rules...' is not assignable to type 'Plugin'.
  Types of property 'configs' are incompatible.
    Type '{ recommended: { plugins: string[]; rules: RulesConfig; }; 'recommended-latest': { plugins: string[]; rules: RulesConfig; }; flat: { recommended: ReactHooksFlatConfig; ""recommended-latest"": ReactHooksFlatConfig; }; }' is not assignable to type 'Record<string, ConfigObject<RulesConfig> | LegacyConfigObject<RulesConfig, RulesConfig> | ConfigObject<RulesConfig>[]>'.
      Property 'flat' is incompatible with index signature.
        Type '{ recommended: ReactHooksFlatConfig; ""recommended-latest"": ReactHooksFlatConfig; }' is not assignable to type 'ConfigObject<RulesConfig> | LegacyConfigObject<RulesConfig, RulesConfig> | ConfigObject<RulesConfig>[]'.
 ELIFECYCLE  Command failed with exit code 2.
```


## The expected behavior

Typescript run without error.
"
issue_body,36904,arnplsrz,User,2026-06-29T15:38:09Z,open,[DevTools Bug]: Inspect highlight and render-update highlight misaligned when page uses CSS zoom property,"### Website or app

Any React app with html { zoom: 0.9; } in global CSS.

### Repro steps

**Repro steps**

1. Add html { zoom: 0.9; } to global CSS.
2. Open React DevTools → Components tab.
3. Hover any element in component tree inspect highlight is shifted from the actual element.
4. Enable ""Highlight updates when components render"" trigger a re-render same misalignment.

Expected: Overlays align with the element (same as browser native Inspect).

Actual: Overlays are offset. Offset scales with distance from viewport origin larger the further down/right the element is. Factor is 1 - zoom.

---
**Root cause**

Both Highlighter/Overlay.js and TraceUpdates/canvas.js inject position: fixed nodes into the page DOM. In Chromium, CSS zoom on an ancestor scales the coordinate system for position: fixed descendants unlike transform: scale which doesn't. So when body { zoom: 0.9 }:

- getBoundingClientRect() returns viewport-relative px (e.g., top: 450px)
- Overlay sets position: fixed; top: 450px inside the zoomed body
- Chromium renders it at 450 × 0.9 = 405px → 45px off

Fix: accumulate CSS zoom from the target element's ancestor chain in views/utils.js and divide overlay coordinates by it. Both Overlay.js and canvas.js use getNestedBoundingClientRect from that shared file.

Browser native inspector is unaffected because it renders outside the page's CSS coordinate system.

**Related**

#36787 proposes unifying both highlighting systems into one canvas, zoom fix would land there instead if pursued.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

```text

```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text

```"
issue_body,36902,Zhangjun-Hex,User,2026-06-29T11:39:40Z,open,[Compiler Bug]: infer the dependencies incorrectly,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhASwLYAcIwC4AEwBUYCAwgIYA21ARpXANYEC+BAZjBBgQOQwEjPHwDcAHQB2mHPiIkyAQSh4AFm07deAoXDwBaCGgAmcfXAiS8CAB4iJ07LkLFSCACoxKksNUrWNLh5+ADoQgHowyIjqCDgaBDAxKRlnAlj46gRNYL4ojISQgCtISWTJKQsfQmMEDkooajwAZQQ8ADkIPDQOAE8CAF4CAAoASkGAPnlWByqwGrqGpoBRGG4YAAlvYyyYQZHxganiGalbWUI5wjdFOEQwMHcIJgRJfeGpAgI4VW8AcwQnW6fQACtwsAB+ZAHSZEVgAGk+BF+kh2CFW6zBEEh0OGCDWuGh3l6hymADcjMZEW8CAC8Ld7o9nq8sTiCABxNoMxJMl6Sdy9LAIamkohIq7yNwweEEMh4bqSP5gGVoMDKNSvbrxaxU2VoP7SSTNNBZKwysD6w0AJQQxjQgj0GiGNxUqjGDi+Evx6y2qN2+xRaIxuFZBAAPmGCLV6o08MHNttdh7vpZ5rK2kCev0hj9-oCulnQxGo4tY60OgW+smJYRnWRPN5fP4EMMCllRg5xanCHTuQ8nnzjaa8NRswoKDR6IwmB8aV9KGBepI4CMGnbXohofMYGhFeb8WS0JvZXgd4rRcAkV9Pd3aVyoOvlx5mZIAGJaKg-bJDYaUGV0UU+BsGxymva8skIPAX32PhQLAggehGVV1VUTUj2bYwCAAMiw9N5V3JUQgaNRcDQPB+hw8cYAhIi7h5AB9KC+XGS853g09+lY+D2OgoZKAAd0oMi73pB80A3Z8+XfHhP1Q4YpVoxlGJfGU13Ep8OyveD2G1H4Rm9QkCGJFitO4uYICyEIDJgPECRgTS2O46zfTRaiQls9YHO4sDEI83AaMEMAcB8BAaPmfxSEGAYhgAFgABgARhMxzvIlQRJAQQTqAAVTIPY+ME4SLQNXch01d1TO83z0symhcvxZLvO8pjXn2AShJ7e9H0QAdXmkjBZJbGqsvqmBFIYlrJFUsSJK8prr3YBBqDIMUUqa4rrVte0ED0Cq1u0yqwNYQ62BO3yAEJJsa+a5UzPphmIbFXmhU8oGFAgMDAP4XuGHRT3EslJL6oSsmMPgZWIPg4r4LcDyPbJWFGfdAZ3cjoT4ay+DYObuOOlK8e4wQ8FgN5JuTL4ES0gBtZzE3xFU1VdNDtVtfcK2BXo2YVQjiNUUjyPNS1dxtO0HTwQWSqNE1NRlcWqJoxglMmgBdakvgcpEiZJ1awN7Oj+xfMqrFHNW2AcU5JBAeEQCqDh9RQEAuIIcJwgsbATX8NBLAAWQgWpoXEEBJ0DqRWCt8A+f4gBJKx8UkGgwBQeploQVggA

### Repro steps

Open the playground link.

Expected result: no compiler error.

The code:
```tsx
import { useCallback } from 'react';
import { useAuth } from 'react-oidc-context';
import { useTranslate } from '../../../locales';
import locale from '../locale.json';

const defaultSetNotify = () => { };
const defaultErrorHandler = () => { };
export const useAccessToken = (
  changeNotifyProp?: () => {},
  handleErrorProp?: (error: any) => void,
  getAccessTokenProp?: GetAccessTokenType,
) => {
  const { user, settings, isAuthenticated, signinSilent, signinRedirect } = useAuth();
  const errorHandler = handleErrorProp || defaultErrorHandler;
  const setNotify = changeNotifyProp || defaultSetNotify;
  const t = useTranslate(locale);

  const getAccessTokenSilently = useCallback(
    async (audience: string, service: string) => {
      const getAudienceTokenFromCache = (a, b) => 'xx';
      let token = '';
      if (isAuthenticated && settings.authority && user?.access_token) {
        try {
          token = await getAudienceTokenFromCache(user.access_token, audience);
        } catch (error: any) {
          console.error(error);
          errorHandler?.(error);
          if (error?.response?.status === 401) {
            const renewalUser = await signinSilent();
            if (renewalUser) {
              token = await getAudienceTokenFromCache(renewalUser.access_token, audience);
            } else {
              signinRedirect();
            }
          }
        }
        if (!token) {
          setNotify({ open: true, msg: t('retrieveTokenFailed', { '0': service }), severity: 'error' });
        }
      }
      return token;
    },
    [errorHandler, isAuthenticated, setNotify, settings.authority, signinRedirect, signinSilent, t, user?.access_token],
  );

  return {
    getAccessTokenSilently,
  };
};

```

The output:
Found 1 error:

Compilation Skipped: Existing memoization could not be preserved

React Compiler has skipped optimizing this component because the existing manual memoization could not be preserved. The inferred dependencies did not match the manually specified dependencies, which could cause the value to change more or less frequently than expected. The inferred dependency was `user`, but the source dependencies were [errorHandler, isAuthenticated, setNotify, settings.authority, signinRedirect, signinSilent, t, user?.access_token]. Inferred less specific property than source.

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.7

### What version of React Compiler are you using?

1.0.0"
